StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Human1a,Human1b,Human2a,Human2b,Human3a,Human3b,Human4a,Human4b,Human5a,Human5b,Human6a,Human6b,Human7a,Human7b,Human8a,Human8b,Human9a,Human9b,Robot1a,Robot1b,Robot2a,Robot2b,Robot3a,Robot3b,Robot4a,Robot4b,Robot5a,Robot5b,Robot6a,Robot6b,Robot7a,Robot7b,Robot8a,Robot8b,Robot9a,Robot9b,Gender,Gender_DO,BirthYear,Country,WorkInHealtCare,WorkingWithRobots,Occupation,Occupation_6_TEXT,Comments,MTurkCode,Q58 - Topics,FL_26_DO,FL_30_DO,FL_31_DO,Human1_DO,Human2_DO,Human3_DO,Human4_DO,Human5_DO,Human6_DO,Human7_DO,Human8_DO,Human9_DO,Robot1_DO,Robot2_DO,Robot3_DO,Robot4_DO,Robot5_DO,Robot6_DO,Robot7_DO,Robot8_DO,Robot9_DO
2016-06-16 11:52:10,2016-06-16 18:35:46,IP Address,136.172.124.43,100,24216,True,2016-06-16 18:35:47,R_1eM0G66q7xI41B5,,,,,53.550003051758,10,anonymous,EN,I somewhat disagree,,,I somewhat disagree,,I somewhat disagree,I somewhat agree,,,I somewhat agree,,I agree,,I strongly agree,I disagree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1988,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human3|Human1|Human4|Human8|Human5|Human9|Human7|Human2,,Human1a,Human2b,Human3b,Human4a,Human5b,Human6b,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-16 18:20:09,2016-06-16 18:42:09,IP Address,184.183.178.108,100,1320,True,2016-06-16 18:42:10,R_325PFSeWJSienoR,,,,,38.835693359375,-77.337501525879,anonymous,EN,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,,I agree,I agree,,I agree,,,I disagree,I somewhat agree,,,I somewhat disagree,I neither agree nor disagree,,I agree,,Female,Male|Female,1988,"United States ",No,No,Employee,,,,,IntroRobot,,Robot7|Robot3|Robot9|Robot6|Robot8|Robot1|Robot5|Robot4|Robot2,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-06-16 19:04:03,2016-06-16 19:15:46,IP Address,128.127.23.197,100,703,True,2016-06-16 19:15:47,R_DjHAfA12v9teRuV,,,,,48.858200073242,2.3386993408203,anonymous,EN,I neither agree nor disagree,,,I somewhat disagree,,I somewhat disagree,,I disagree,I somewhat disagree,,I disagree,,,I strongly disagree,I agree,,I disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1985,"Lebanon ",No,No,Employee,,,,,Intro_Human,Human2|Human3|Human9|Human4|Human1|Human5|Human7|Human6|Human8,,Human1a,Human2b,Human3b,Human4b,Human5a,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-16 21:42:18,2016-06-16 21:56:18,IP Address,185.44.151.132,100,839,True,2016-06-16 21:56:19,R_2QWBldoRNuDgyun,,,,,51.36669921875,12.38330078125,anonymous,EN,I somewhat agree,,,I somewhat agree,I agree,,,I disagree,I strongly agree,,I strongly disagree,,I disagree,,,I agree,,I agree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1969,"Germany ",No,No,Employee,,,,,Intro_Human,Human1|Human2|Human9|Human7|Human3|Human4|Human5|Human8|Human6,,Human1a,Human2b,Human3a,Human4b,Human5a,Human6a,Human7a,Human8b,Human9b,,,,,,,,,
2016-06-16 22:13:08,2016-06-16 22:20:21,IP Address,181.60.247.107,100,433,True,2016-06-16 22:20:22,R_1DpqFKzNilDQ3C0,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,I somewhat agree,,,I somewhat agree,,I agree,I somewhat agree,,I somewhat disagree,,I somewhat disagree,,,I somewhat agree,I somewhat disagree,,Male,Female|Male,1982,"Colombia ",Yes,No,Employee,,,,,IntroRobot,,Robot1|Robot7|Robot8|Robot2|Robot6|Robot5|Robot4|Robot9|Robot3,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4b,Robot5a,Robot6a,Robot7a,Robot8b,Robot9a
2016-06-16 22:38:36,2016-06-16 22:41:46,IP Address,181.55.87.116,100,190,True,2016-06-16 22:41:47,R_37PpKjhkRy9rLAB,,,,,3.4371948242188,-76.522499084473,anonymous,EN,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,I neither agree nor disagree,,,I agree,I agree,,,I somewhat agree,,I agree,,I somewhat agree,I somewhat agree,,I somewhat agree,,Male,Female|Male,1982,"Colombia ",No,No,Employee,,,,,IntroRobot,,Robot3|Robot8|Robot5|Robot4|Robot1|Robot7|Robot6|Robot9|Robot2,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4a,Robot5b,Robot6b,Robot7b,Robot8a,Robot9a
2016-06-16 23:30:40,2016-06-16 23:36:00,IP Address,69.71.201.60,100,319,True,2016-06-16 23:36:01,R_2uEajAaJSwkIHH7,,,,,34.052993774414,-118.26419830322,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I strongly disagree,,I strongly disagree,I strongly disagree,,,I strongly agree,I strongly agree,,I strongly agree,,,I strongly agree,I strongly agree,,Male,Female|Male,1979,"United States ",No,No,Employee,,,,,IntroRobot,,Robot1|Robot9|Robot2|Robot5|Robot4|Robot3|Robot7|Robot8|Robot6,,,,,,,,,,Robot1a,Robot2b,Robot3b,Robot4a,Robot5b,Robot6a,Robot7a,Robot8b,Robot9a
2016-06-17 00:04:01,2016-06-17 00:09:31,IP Address,209.36.33.4,100,330,True,2016-06-17 00:09:31,R_BMmQemIGltxnvR7,,,,,34.043792724609,-118.25120544434,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,I neither agree nor disagree,,,I disagree,I somewhat disagree,,,I somewhat disagree,I disagree,,,I agree,I disagree,,,I disagree,Female,Male|Female,1979,"United States ",No,No,Employee,,,,,IntroRobot,,Robot9|Robot1|Robot5|Robot8|Robot7|Robot4|Robot3|Robot2|Robot6,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9b
2016-06-10 00:41:10,2016-06-10 00:41:10,IP Address,74.6.254.100,2,0,False,2016-06-17 00:41:12,R_25XPoO4DfaAqcbH,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-06-16 00:52:57,2016-06-17 01:33:29,IP Address,179.18.32.107,100,88832,True,2016-06-17 01:33:30,R_2fCeuJTLuOqUic3,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,I agree,,,I strongly disagree,I disagree,,,I strongly agree,,I strongly disagree,I somewhat disagree,,,I strongly agree,I disagree,,I agree,,Male,Female|Male,1979,"Colombia ",No,No,Self-employed,,,,,IntroRobot,,Robot2|Robot6|Robot1|Robot5|Robot7|Robot9|Robot3|Robot8|Robot4,,,,,,,,,,Robot1a,Robot2b,Robot3a,Robot4b,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-06-17 01:42:08,2016-06-17 01:49:26,IP Address,118.210.27.84,100,438,True,2016-06-17 01:49:27,R_yjTWg0SwSwsu9fX,,,,,-34.88330078125,138.58331298828,anonymous,EN,,I strongly agree,,I neither agree nor disagree,I agree,,I somewhat agree,,,I somewhat agree,I somewhat agree,,I strongly disagree,,I neither agree nor disagree,,I agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1979,"Australia ",No,Yes,Employee,,,,,Intro_Human,Human5|Human9|Human3|Human1|Human7|Human6|Human4|Human2|Human8,,Human1b,Human2b,Human3a,Human4a,Human5b,Human6a,Human7a,Human8a,Human9a,,,,,,,,,
2016-06-17 01:40:05,2016-06-17 01:52:23,IP Address,191.155.90.249,100,737,True,2016-06-17 01:52:23,R_QgE2hgd6MSargBj,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,I disagree,,,I somewhat agree,I agree,,,I disagree,I disagree,,,I somewhat agree,I somewhat agree,,I somewhat disagree,,Male,Female|Male,1980,"Colombia ",No,No,Self-employed,,,,,IntroRobot,,Robot9|Robot1|Robot6|Robot2|Robot7|Robot4|Robot3|Robot5|Robot8,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5b,Robot6a,Robot7b,Robot8a,Robot9a
2016-06-17 01:54:48,2016-06-17 02:23:41,IP Address,201.184.34.220,100,1732,True,2016-06-17 02:23:42,R_2dFsKbJIzWp2Kzd,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,I agree,,I somewhat agree,,I somewhat agree,,I somewhat disagree,I strongly disagree,,I agree,,,I agree,I strongly agree,,Female,Male|Female,1977,"Colombia ",No,No,Self-employed,,,,,IntroRobot,,Robot4|Robot7|Robot3|Robot2|Robot9|Robot5|Robot8|Robot1|Robot6,,,,,,,,,,Robot1b,Robot2b,Robot3b,Robot4b,Robot5b,Robot6a,Robot7a,Robot8b,Robot9a
2016-06-17 04:24:59,2016-06-17 04:42:28,IP Address,201.184.34.220,100,1048,True,2016-06-17 04:42:28,R_1jdKhjUNnAzfBc0,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I agree,I strongly agree,,,I agree,,I strongly agree,,I disagree,,I disagree,,I strongly agree,I disagree,,,I agree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1956,"Colombia ",No,No,Employee,,,,,Intro_Human,Human8|Human5|Human4|Human2|Human1|Human7|Human9|Human3|Human6,,Human1b,Human2a,Human3b,Human4b,Human5b,Human6b,Human7b,Human8a,Human9b,,,,,,,,,
2016-06-17 11:34:07,2016-06-17 11:41:28,IP Address,195.37.52.198,100,440,True,2016-06-17 11:41:29,R_1dceve4Igt895T7,,,,,50.92529296875,6.3627014160156,anonymous,EN,I agree,,,I strongly disagree,,I strongly agree,I strongly agree,,,I strongly disagree,,I strongly agree,,I strongly agree,,I neither agree nor disagree,I strongly agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1983,"Germany ",No,No,Employee,,,,,Intro_Human,Human7|Human3|Human9|Human5|Human2|Human8|Human4|Human1|Human6,,Human1a,Human2b,Human3b,Human4a,Human5b,Human6b,Human7b,Human8b,Human9a,,,,,,,,,
2016-06-10 12:24:35,2016-06-10 12:24:35,IP Address,89.15.239.201,2,0,False,2016-06-17 12:24:39,R_emUXb6qllnJtfTv,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-06-17 12:38:54,2016-06-17 12:45:54,IP Address,181.63.8.5,100,419,True,2016-06-17 12:45:54,R_2BbmXi6fwVyvH4I,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,I somewhat agree,,I disagree,,I agree,,I disagree,,I agree,,,I agree,I disagree,,,I agree,Male,Male|Female,1981,"Colombia ",No,No,Unemployed,,,,,IntroRobot,,Robot7|Robot3|Robot8|Robot6|Robot4|Robot5|Robot9|Robot1|Robot2,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4a,Robot5a,Robot6a,Robot7b,Robot8a,Robot9b
2016-06-10 13:06:06,2016-06-10 13:06:12,IP Address,84.176.125.185,42,5,False,2016-06-17 13:07:10,R_3lukpcdXAA2I9JP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot1|Robot3|Robot4|Robot6|Robot9|Robot2|Robot8|Robot5|Robot7,,,,,,,,,,Robot1b,,,,,,,,
2016-06-10 16:24:36,2016-06-10 16:24:36,IP Address,173.252.95.21,2,0,False,2016-06-17 16:24:41,R_cv7Nh79MltpLcvb,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-06-10 16:32:18,2016-06-10 16:32:25,IP Address,194.230.159.88,4,7,False,2016-06-17 16:32:26,R_2ZNSFybmKy2HtkZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human3|Human8|Human5|Human2|Human1|Human4|Human9|Human6|Human7,,,,Human3b,,,,,,,,,,,,,,,
2016-06-17 20:39:59,2016-06-17 20:47:39,IP Address,185.44.151.132,100,459,True,2016-06-17 20:47:40,R_2X5qxK5SVLhSDx6,,,,,51.36669921875,12.38330078125,anonymous,EN,,I somewhat disagree,,I somewhat disagree,I agree,,I somewhat agree,,I agree,,,I agree,I strongly disagree,,I strongly disagree,,,I agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1985,"Germany ",Yes,No,Employee,,,,,Intro_Human,Human4|Human1|Human6|Human8|Human3|Human7|Human5|Human2|Human9,,Human1b,Human2b,Human3a,Human4a,Human5a,Human6b,Human7a,Human8a,Human9b,,,,,,,,,
2016-06-17 21:34:39,2016-06-17 21:51:42,IP Address,186.85.224.95,100,1022,True,2016-06-17 21:51:42,R_2eWQFLZQ1stQ2CQ,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I agree,,I somewhat agree,,I neither agree nor disagree,,I disagree,I agree,,I neither agree nor disagree,,I strongly disagree,,I neither agree nor disagree,,I strongly disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1979,"Colombia ",No,Yes,Self-employed,,No comments,,,Intro_Human,Human4|Human3|Human2|Human7|Human1|Human9|Human8|Human5|Human6,,Human1b,Human2b,Human3b,Human4b,Human5a,Human6a,Human7a,Human8a,Human9a,,,,,,,,,
2016-06-17 23:05:55,2016-06-17 23:54:14,IP Address,179.18.36.9,100,2898,True,2016-06-17 23:54:14,R_3dLf6jOgkWl7cvE,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,I somewhat disagree,,,I somewhat agree,I strongly agree,,,I strongly agree,I strongly agree,,,I somewhat agree,,I agree,,I somewhat agree,Male,Female|Male,1981,"Colombia ",No,No,Self-employed,,,,,IntroRobot,,Robot4|Robot2|Robot8|Robot9|Robot3|Robot1|Robot7|Robot6|Robot5,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5b,Robot6a,Robot7b,Robot8b,Robot9b
2016-06-11 08:40:26,2016-06-11 08:40:26,IP Address,149.56.128.29,2,0,False,2016-06-18 08:40:28,R_8rkH6q5sD4JLpLn,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-11 14:39:23,2016-06-11 14:45:42,IP Address,77.2.146.45,50,378,False,2016-06-18 14:46:30,R_10MCy9PAAxpAvsD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I disagree,,I somewhat disagree,,,,,,,,,,,,,,,IntroRobot,,Robot8|Robot7|Robot5|Robot2|Robot9|Robot1|Robot6|Robot4|Robot3,,,,,,,,,,,,,,Robot5b,,Robot7a,Robot8a,
2016-06-11 17:01:32,2016-06-11 17:01:40,IP Address,89.204.153.194,42,7,False,2016-06-18 17:01:58,R_2rHqx4NpOAaavga,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot2|Robot4|Robot7|Robot8|Robot5|Robot9|Robot1|Robot3|Robot6,,,,,,,,,,,Robot2a,,,,,,,
2016-06-18 21:28:42,2016-06-18 21:43:03,IP Address,186.28.52.175,100,860,True,2016-06-18 21:43:04,R_ToYed0dAUAV0Dvz,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I agree,I agree,,,I disagree,I agree,,I agree,,,I disagree,I strongly disagree,,I disagree,,,I disagree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1979,"Colombia ",No,No,Employee,,,,,Intro_Human,Human3|Human4|Human7|Human9|Human8|Human6|Human2|Human1|Human5,,Human1b,Human2a,Human3b,Human4a,Human5a,Human6b,Human7a,Human8a,Human9b,,,,,,,,,
2016-06-19 07:32:22,2016-06-19 07:36:34,IP Address,186.31.54.172,100,252,True,2016-06-19 07:36:35,R_31KPiWwSKRIyVQX,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,I disagree,,I agree,,I neither agree nor disagree,I agree,,I somewhat agree,,,I somewhat agree,,I strongly agree,I disagree,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1981,"Colombia ",No,No,Self-employed,,,,,Intro_Human,Human6|Human1|Human5|Human8|Human4|Human2|Human7|Human9|Human3,,Human1b,Human2b,Human3b,Human4a,Human5a,Human6b,Human7b,Human8a,Human9b,,,,,,,,,
2016-06-19 14:05:26,2016-06-19 14:39:36,IP Address,92.78.133.213,100,2050,True,2016-06-19 14:39:37,R_W8ObcTMGjy75HIR,,,,,52.516693115234,13.399993896484,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat agree,,I somewhat agree,,,I somewhat agree,,I somewhat agree,I somewhat agree,,,I somewhat agree,I somewhat agree,,,I agree,,I somewhat agree,Male,Female|Male,1986,"Germany ",No,No,Student,,,,,IntroRobot,,Robot2|Robot7|Robot8|Robot3|Robot9|Robot5|Robot4|Robot1|Robot6,,,,,,,,,,Robot1a,Robot2a,Robot3b,Robot4b,Robot5a,Robot6b,Robot7a,Robot8b,Robot9b
2016-06-18 14:40:35,2016-06-19 18:37:09,IP Address,2.155.136.31,100,100593,True,2016-06-19 18:37:09,R_beIovYaZp4ZLIgF,,,,,40.41650390625,-3.7026062011719,anonymous,EN,,I agree,,I somewhat agree,I somewhat agree,,,I somewhat agree,I somewhat agree,,I strongly disagree,,,I agree,I strongly disagree,,I strongly disagree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1982,"Spain ",No,No,Employee,,,,,Intro_Human,Human5|Human7|Human4|Human6|Human9|Human8|Human1|Human2|Human3,,Human1b,Human2b,Human3a,Human4b,Human5a,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-12 19:23:21,2016-06-12 19:23:21,IP Address,84.176.125.185,2,0,False,2016-06-19 19:23:23,R_4MDHBEmjy3QIv65,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-18 01:02:21,2016-06-19 19:28:28,IP Address,181.49.71.157,100,152767,True,2016-06-19 19:28:28,R_33CFtAzoM94AFr0,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,I strongly disagree,I strongly disagree,,,I agree,I strongly disagree,,,I strongly disagree,,I strongly agree,,I strongly agree,I strongly disagree,,I disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1981,"Colombia ",No,Yes,Self-employed,,,,,Intro_Human,Human2|Human9|Human7|Human8|Human6|Human1|Human4|Human5|Human3,,Human1b,Human2a,Human3b,Human4a,Human5b,Human6b,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-12 20:25:45,2016-06-12 20:26:29,IP Address,191.152.211.224,42,43,False,2016-06-19 20:27:20,R_1IFNjsYLfB22JNu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot8|Robot9|Robot5|Robot4|Robot6|Robot3|Robot2|Robot1|Robot7,,,,,,,,,,,,,,,,,Robot8a,
2016-06-12 21:44:51,2016-06-12 21:44:51,IP Address,93.211.102.47,2,0,False,2016-06-19 21:44:52,R_2ryj7Locx9lfFk1,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-12 21:46:03,2016-06-12 21:46:03,Spam,93.211.102.47,2,0,False,2016-06-19 21:46:05,R_bjsMlUGEHt0WqUJ,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-06-12 21:47:42,2016-06-12 21:47:42,Spam,93.211.102.47,2,0,False,2016-06-19 21:47:46,R_5iq4tpkRpT12DsN,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,,,,,,,,,,,,,,,,,,,
2016-06-12 21:59:35,2016-06-12 21:59:41,IP Address,92.73.220.216,4,6,False,2016-06-19 22:00:31,R_3dFJJyhhdZLhw4d,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human1|Human7|Human5|Human8|Human6|Human3|Human9|Human2|Human4,,Human1b,,,,,,,,,,,,,,,,,
2016-06-12 22:20:33,2016-06-12 22:21:34,IP Address,77.186.223.204,42,60,False,2016-06-19 22:22:19,R_31N88Bicox5m0F2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot9|Robot3|Robot7|Robot6|Robot4|Robot5|Robot2|Robot1|Robot8,,,,,,,,,,,,,,,,,,Robot9b
2016-06-12 22:40:47,2016-06-12 22:40:47,IP Address,176.198.158.182,2,0,False,2016-06-19 22:40:50,R_afql5taUK98Te4t,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-13 00:02:54,2016-06-13 00:03:16,IP Address,77.186.185.66,4,21,False,2016-06-20 00:03:38,R_25T2BwGpU2SFH5S,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human4|Human1|Human6|Human2|Human3|Human8|Human7|Human9|Human5,,,,,Human4b,,,,,,,,,,,,,,
2016-06-13 00:41:23,2016-06-13 00:43:12,IP Address,77.186.68.23,42,108,False,2016-06-20 00:44:03,R_1IQOJYImppmwxwM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IntroRobot,,Robot2|Robot9|Robot8|Robot6|Robot3|Robot7|Robot4|Robot1|Robot5,,,,,,,,,,,Robot2b,,,,,,,
2016-06-20 02:16:51,2016-06-20 03:01:01,IP Address,181.61.209.140,100,2649,True,2016-06-20 03:01:01,R_81jQo9opvocALE5,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,,,,,,,,,,,,,,,,,,I strongly disagree,,,I strongly disagree,,I agree,I agree,,,I disagree,I strongly agree,,,I strongly agree,,I agree,I disagree,,Male,Male|Female,1982,"Colombia ",No,No,Employee,,,,,IntroRobot,,Robot6|Robot4|Robot9|Robot2|Robot5|Robot7|Robot1|Robot8|Robot3,,,,,,,,,,Robot1a,Robot2b,Robot3b,Robot4a,Robot5b,Robot6a,Robot7b,Robot8b,Robot9a
2016-06-20 09:17:08,2016-06-20 09:29:43,IP Address,136.172.132.61,100,755,True,2016-06-20 09:29:44,R_3Dq3uysL4FMStyN,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,,I strongly disagree,I strongly agree,,,I disagree,,I disagree,,I neither agree nor disagree,,I strongly agree,I somewhat disagree,,I neither agree nor disagree,,Female,Female|Male,1974,"Germany ",No,No,Employee,,,,,IntroRobot,,Robot6|Robot5|Robot1|Robot3|Robot7|Robot9|Robot8|Robot4|Robot2,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4b,Robot5b,Robot6b,Robot7b,Robot8a,Robot9a
2016-06-20 11:07:26,2016-06-20 11:18:43,IP Address,85.183.206.138,100,677,True,2016-06-20 11:18:44,R_3QDfrWa6C4sQOAi,,,,,53.58430480957,10.026596069336,anonymous,EN,,,,,,,,,,,,,,,,,,,,I disagree,,I somewhat disagree,I agree,,,I somewhat agree,I neither agree nor disagree,,I agree,,I agree,,I disagree,,,I neither agree nor disagree,Female,Female|Male,1988,"Germany ",No,No,Student,,,,,IntroRobot,,Robot2|Robot7|Robot1|Robot9|Robot6|Robot3|Robot4|Robot8|Robot5,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4b,Robot5a,Robot6a,Robot7a,Robot8a,Robot9b
2016-06-13 12:36:43,2016-06-13 12:36:43,IP Address,95.91.243.53,2,0,False,2016-06-20 12:36:44,R_0eqwj03VNAnQmRT,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-13 19:16:43,2016-06-13 19:18:13,IP Address,77.181.14.129,8,89,False,2016-06-20 19:18:56,R_32W8QGlLtEytr24,,,,,,,anonymous,EN,,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human2|Human3|Human5|Human9|Human7|Human8|Human1|Human4|Human6,,,Human2b,Human3b,,,,,,,,,,,,,,,
2016-06-14 20:36:52,2016-06-14 21:18:59,IP Address,78.51.41.168,4,2526,False,2016-06-21 21:19:21,R_3polcMUo5ysJtsm,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,Human1|Human6|Human8|Human2|Human9|Human5|Human7|Human3|Human4,,Human1b,,,,,,,,,,,,,,,,,
2016-06-14 23:12:29,2016-06-14 23:12:29,IP Address,191.65.136.36,2,0,False,2016-06-21 23:12:31,R_8k2i5kJZXCI9xRz,,,,,,,anonymous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intro_Human,,,,,,,,,,,,,,,,,,,,
2016-06-22 13:29:29,2016-06-22 13:38:58,IP Address,213.61.159.196,100,568,True,2016-06-22 13:38:58,R_9GmybqVz9dR3A1H,,,,,53.552093505859,10.000396728516,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,I neither agree nor disagree,,I agree,,I disagree,,I strongly disagree,,,I disagree,I strongly disagree,,,I agree,,I disagree,Male,Female|Male,1985,"Germany ",No,No,Employee,,,,,IntroRobot,,Robot9|Robot6|Robot5|Robot4|Robot8|Robot3|Robot7|Robot2|Robot1,,,,,,,,,,Robot1b,Robot2a,Robot3a,Robot4a,Robot5a,Robot6b,Robot7a,Robot8b,Robot9b
2016-06-22 13:30:29,2016-06-22 13:39:41,IP Address,136.172.191.158,100,551,True,2016-06-22 13:39:42,R_UEi0KRMS9vaw4OB,,,,,53.550003051758,10,anonymous,EN,,I somewhat agree,I agree,,I agree,,I neither agree nor disagree,,,I disagree,I disagree,,,I agree,,I agree,,I disagree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1983,"Germany ",No,No,Employee,,,,,Intro_Human,Human4|Human9|Human8|Human2|Human3|Human7|Human1|Human5|Human6,,Human1b,Human2a,Human3a,Human4a,Human5b,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
