V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MTurkCode,Q31,A1_1_Rob_Anx_Accept,A1_2_Rob_Sciz_Accept,A1_3_Rob_Anx_Force,A1_4_Rob_Sciz_Force,A1_5_Perca_Anx_Accept,A1_6_Perca_Sciz_Accept,A1_7_Perca_Anx_Force,A1_8_Perca_Sciz_Force,Ethical1_Robot_1,Ethical1_Perscare_1,CQ1,CQ2,CQ3,A2_1_Rob_Anx_Accept,A2_2_Rob_Sciz_Accept,A2_3_Rob_Anx_Force,A2_4_Rob_Sciz_Force,A2_5_Perca_Anx_Accept,A2_6_Perca_Sciz_Accept,A2_7_Perca_Anx_Force,A2_8_Perca_Sciz_Force,Ethical2_Robot_1,Ethical2_Perscare_1,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,LocationAccuracy
R_1EZfvxn85CRGRDX,Default Response Set,Anonymous, , ,216.108.209.63,0,4/24/2018 16:40:17,4/24/2018 16:41:44,1,60103212,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1987,2,31.293594360352,-86.259498596191,-1
R_1goKPUZ6xIXff2M,Default Response Set,Anonymous, , ,67.254.210.204,0,4/24/2018 16:40:12,4/24/2018 16:41:44,1,63835319,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,-3, ,0,1980,2,40.791000366211,-73.925598144531,-1
R_2AQdmKQBfVlLftG,Default Response Set,Anonymous, , ,72.77.34.42,0,4/24/2018 16:39:35,4/24/2018 16:41:44,1,81376923,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,3, ,0,1982,2,40.429504394531,-80.014801025391,-1
R_2fvNt9Pn7z2c7qP,Default Response Set,Anonymous, , ,104.37.210.251,0,4/24/2018 16:40:00,4/24/2018 16:41:45,1,20809315,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,-1, ,0,1979,2,40.180801391602,-77.213897705078,-1
R_1LdqVUh4IewGN9f,Default Response Set,Anonymous, , ,137.148.67.29,0,4/24/2018 16:39:19,4/24/2018 16:41:46,1,28570299,1, , , ,1, , , , ,0, ,1,0,4, , , , , , , ,1, ,-2,1,1982,2,41.487503051758,-81.672401428223,-1
R_PTG2ifnclkSYAaB,Default Response Set,Anonymous, , ,146.163.113.43,0,4/24/2018 16:40:03,4/24/2018 16:41:47,1,71800665,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,3, ,0,1989,1,38.811401367188,-89.953201293945,-1
R_8IVwhNyNO1PrFex,Default Response Set,Anonymous, , ,185.125.225.12,0,4/24/2018 16:39:52,4/24/2018 16:41:48,1,38278648,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-1, ,1,1975,2,25.77409362793,-80.181701660156,-1
R_3lFz7NzyTPtgTd5,Default Response Set,Anonymous, , ,71.84.130.247,0,4/24/2018 16:40:46,4/24/2018 16:41:49,1,18686556,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,1,1,1991,3,41.673095703125,-123.94549560547,-1
R_SHmOsOug5uEI3zX,Default Response Set,Anonymous, , ,98.224.184.136,0,4/24/2018 16:39:32,4/24/2018 16:41:51,1,66219344,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,0, ,1,1949,2,42.585800170898,-82.823402404785,-1
R_3n7Aow9CxXYgN8R,Default Response Set,Anonymous, , ,24.168.250.136,0,4/24/2018 16:40:32,4/24/2018 16:41:53,1,10915188,1, , , , ,1, , , , ,-1,0,1,1,1, , , , , , , ,0, ,0,1991,2,33.875,-78.658203125,-1
R_3PhI9mHS766xMxk,Default Response Set,Anonymous, , ,170.52.14.190,0,4/24/2018 16:40:07,4/24/2018 16:41:54,1,95290663,1, , , ,1, , , , ,0, ,1,0,4, , , , , , , ,1, ,1,0,1981,2,40.84049987793,-90.992301940918,-1
R_1iarliUGFcqtuM6,Default Response Set,Anonymous, , ,24.104.64.110,0,4/24/2018 16:38:50,4/24/2018 16:41:57,1,61901097,1, , ,1, , , , , ,0, ,1,0,1, , , , , , ,1, , ,1,1,1981,2,42.065505981445,-72.627098083496,-1
R_3n7NED9jjbK5Fse,Default Response Set,Anonymous, , ,47.41.236.225,0,4/24/2018 16:38:38,4/24/2018 16:41:58,1,45393910,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,2, ,1,1988,5,34.224899291992,-117.37609863281,-1
R_3D5Alw8JOm6gUv3,Default Response Set,Anonymous, , ,172.15.229.101,0,4/24/2018 16:39:27,4/24/2018 16:41:59,1,48737186,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,1,0,1946,4,29.581298828125,-95.027297973633,-1
R_UzKk0x9J9nwQBY5,Default Response Set,Anonymous, , ,71.183.53.105,0,4/24/2018 16:39:39,4/24/2018 16:42:02,1,67223600,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,1, ,1,1993,3,40.698303222656,-73.888000488281,-1
R_1ervrBaTvvpnPiJ,Default Response Set,Anonymous, , ,12.155.202.218,0,4/24/2018 16:39:29,4/24/2018 16:42:02,1,32439429,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,3, ,0,1994,1,33.882095336914,-84.706199645996,-1
R_1pSfcIJCQVgxS9a,Default Response Set,Anonymous, , ,24.91.53.217,0,4/24/2018 16:39:18,4/24/2018 16:42:04,1,14141835,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1959,2,42.258605957031,-72.575202941895,-1
R_Pvo1DNYv9ARcLmx,Default Response Set,Anonymous, , ,73.139.175.205,0,4/24/2018 16:39:44,4/24/2018 16:42:04,1,13524083,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,3, ,1,1984,2,26.058395385742,-80.325202941895,-1
R_1jJT39RVeW8zBfv,Default Response Set,Anonymous, , ,66.41.57.18,0,4/24/2018 16:40:49,4/24/2018 16:42:06,1,73500574,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,0,1985,2,42.342300415039,-89.081596374512,-1
R_O6x5bkYEygKpkXL,Default Response Set,Anonymous, , ,134.53.89.225,0,4/24/2018 16:39:47,4/24/2018 16:42:12,1,3757486,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,-3, ,0,1988,1,39.479202270508,-84.712997436523,-1
R_Ca8Rl5tfrCQbVkZ,Default Response Set,Anonymous, , ,172.250.200.127,0,4/24/2018 16:39:41,4/24/2018 16:42:13,1,38168712,1, , , ,1, , , , ,2, ,1,0,4, , , , , , , ,1, ,2,0,1947,5,33.745803833008,-117.82620239258,-1
R_2QnZljuNdg70lUD,Default Response Set,Anonymous, , ,107.9.150.178,0,4/24/2018 16:39:40,4/24/2018 16:42:13,1,96844546,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,-1,1,1987,2,41.445693969727,-82.18049621582,-1
R_sEWUtJGoKEdVkmR,Default Response Set,Anonymous, , ,204.134.225.10,0,4/24/2018 16:39:58,4/24/2018 16:42:14,1,63699729,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,1,1978,2,42.563003540039,-114.46089935303,-1
R_8e0RUPMbQEoOJhv,Default Response Set,Anonymous, , ,104.131.132.210,0,4/24/2018 16:40:12,4/24/2018 16:42:14,1,3934559,1, , , , , ,1, , , ,2,0,0,3, ,1, , , , , , ,2, ,0,1990,2,37.735305786133,-122.37319946289,-1
R_3lVmCuRLSgNw3EJ,Default Response Set,Anonymous, , ,8.41.192.186,0,4/24/2018 16:41:26,4/24/2018 16:42:17,1,26721290,1, , , , ,1, , , , ,0,0,1,1,1, , , , , , , ,-1, ,0,1994,1,40.332107543945,-75.117897033691,-1
R_O9EgTqYRHysaOOd,Default Response Set,Anonymous, , ,74.105.105.248,0,4/24/2018 16:40:05,4/24/2018 16:42:17,1,72270637,1, , , , , , ,1, , ,1,0,0,1, , ,1, , , , , ,1, ,1,1958,2,39.987197875977,-74.160102844238,-1
R_2s59UzXq4R3ARR0,Default Response Set,Anonymous, , ,99.203.11.102,0,4/24/2018 16:40:29,4/24/2018 16:42:18,1,10536431,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,2,1,1982,2,34.029205322266,-118.15129852295,-1
R_wSuapJ9j8ATZIpr,Default Response Set,Anonymous, , ,67.242.210.15,0,4/24/2018 16:40:51,4/24/2018 16:42:19,1,36506622,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-2, ,0,1987,3,42.856292724609,-77.025100708008,-1
R_3spRLQM6BrHlsB6,Default Response Set,Anonymous, , ,172.58.175.210,0,4/24/2018 16:39:55,4/24/2018 16:42:20,1,52763984,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1984,2,28.05110168457,-82.450698852539,-1
R_1LpP9kh2xSO5sRi,Default Response Set,Anonymous, , ,165.225.34.110,0,4/24/2018 16:40:35,4/24/2018 16:42:20,1,42825292,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,2, ,1,1983,2,29.770202636719,-95.362800598145,-1
R_2UXlbfJQEB1jIGA,Default Response Set,Anonymous, , ,71.51.235.103,0,4/24/2018 16:41:10,4/24/2018 16:42:21,1,50426112,1, ,1, , , , , , ,0, ,1,0,4, , , , , ,1, , , ,3,1,1981,2,35.370895385742,-77.39990234375,-1
R_VUTunmW94EWEmOd,Default Response Set,Anonymous, , ,74.75.124.55,0,4/24/2018 16:38:35,4/24/2018 16:42:22,1,23287882,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,-1, ,0,1987,2,44.376098632812,-68.275703430176,-1
R_3Dbb8Mdbkq1Hf0E,Default Response Set,Anonymous, , ,107.77.206.20,0,4/24/2018 16:40:42,4/24/2018 16:42:22,1,21680189,1, , , , , , , ,1, ,0,0,0,4, , , ,1, , , , ,-3, ,0,1987,2,38.57829284668,-90.666603088379,-1
R_28HEHNMsk49J2IJ,Default Response Set,Anonymous, , ,172.245.214.104,0,4/24/2018 16:41:12,4/24/2018 16:42:21,1,90310076,1, , , , , ,1, , , ,3,0,1,4, ,1, , , , , , ,3, ,1,1985,2,41.103393554688,-104.90589904785,-1
R_2VqCt3W5cixUmbk,Default Response Set,Anonymous, , ,68.197.247.13,0,4/24/2018 16:40:38,4/24/2018 16:42:23,1,52404761,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,-3, ,1,1965,2,40.680892944336,-73.946296691895,-1
R_r3CFS8J5ehHHQKR,Default Response Set,Anonymous, , ,99.191.155.14,0,4/24/2018 16:40:25,4/24/2018 16:42:25,1,30739256,1, ,1, , , , , , ,-3, ,1,1,4, , , , , ,1, , , ,-3,0,1994,3,29.832305908203,-95.376502990723,-1
R_3siB31IntVLZIFL,Default Response Set,Anonymous, , ,162.250.6.19,0,4/24/2018 16:38:40,4/24/2018 16:42:26,1,64857913,1, , , ,1, , , , ,3, ,1,0,4, , , , , , , ,1, ,3,1,1970,2,40.752807617188,-73.972503662109,-1
R_1K7FL3zgteZsD7i,Default Response Set,Anonymous, , ,174.56.169.58,0,4/24/2018 16:39:39,4/24/2018 16:42:25,1,16181703,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-2,1,1976,3,31.997100830078,-80.964500427246,-1
R_bOzpIKrA1pZzLs5,Default Response Set,Anonymous, , ,63.207.239.185,0,4/24/2018 16:40:37,4/24/2018 16:42:28,1,81455193,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,-3, ,1,1985,2,39.901000976562,-121.83059692383,-1
R_Bzd8l9sQ70gfXBT,Default Response Set,Anonymous, , ,108.192.21.90,0,4/24/2018 16:40:10,4/24/2018 16:42:29,1,23052458,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1950,4,37.681198120117,-122.13449859619,-1
R_wNrVgjc82hthWbD,Default Response Set,Anonymous, , ,174.255.8.129,0,4/24/2018 16:40:30,4/24/2018 16:42:30,1,35919653,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,2, ,0,1984,1,37.751007080078,-97.821998596191,-1
R_1Eh5RU2bEcjzS15,Default Response Set,Anonymous, , ,108.209.122.112,0,4/24/2018 16:39:18,4/24/2018 16:42:31,1,79344041,1, ,1, , , , , , ,-2, ,1,1,4, , , , , ,1, , , ,-1,1,1987,2,40.817199707031,-81.438499450684,-1
R_2YyOj7QYdsyEszc,Default Response Set,Anonymous, , ,49.142.105.245,0,4/24/2018 16:41:43,4/24/2018 16:42:32,1,62692986,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1996,1,37.598495483398,126.97830200195,-1
R_1g8A0OjLjBE1aDu,Default Response Set,Anonymous, , ,192.138.72.196,0,4/24/2018 16:40:13,4/24/2018 16:42:32,1,93149353,1,1, , , , , , , ,-3, ,1,1,1, , , , ,1, , , , ,-1,1,1987,2,33.480392456055,-82.094100952148,-1
R_3RvDoCIWrYunmSR,Default Response Set,Anonymous, , ,99.89.114.48,0,4/24/2018 16:40:09,4/24/2018 16:42:32,1,49235890,1, ,1, , , , , , ,-3, ,1,1,4, , , , , ,1, , , ,-3,0,1987,2,38.60270690918,-121.268699646,-1
R_XNQNSZvZtdOvGPn,Default Response Set,Anonymous, , ,73.168.184.71,0,4/24/2018 16:39:52,4/24/2018 16:42:33,1,618677,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-3, ,1,1982,2,41.58430480957,-87.373100280762,-1
R_T1a8Q7qFBqf7eRr,Default Response Set,Anonymous, , ,172.245.220.35,0,4/24/2018 16:38:12,4/24/2018 16:42:34,1,36607842,1, , ,1, , , , , ,-2, ,0,1,4, , , , , , ,1, , ,1,1,1990,2,42.88639831543,-78.87809753418,-1
R_r9jP1xleVZGQrT3,Default Response Set,Anonymous, , ,69.179.106.226,0,4/24/2018 16:39:40,4/24/2018 16:42:35,1,13803028,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,0, ,1,1957,4,39.733993530273,-94.222801208496,-1
R_3lKpF741q1W6mj9,Default Response Set,Anonymous, , ,67.198.44.90,0,4/24/2018 16:41:15,4/24/2018 16:42:36,1,79719455,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,-3, ,0,1985,2,33.073501586914,-96.903198242188,-1
R_1GEovFY9j5BWBTc,Default Response Set,Anonymous, , ,72.209.183.218,0,4/24/2018 16:38:50,4/24/2018 16:42:37,1,51283766,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,0,1988,2,38.134704589844,-97.926002502441,-1
R_2gxMyBAjonu5o6R,Default Response Set,Anonymous, , ,75.161.1.135,0,4/24/2018 16:41:55,4/24/2018 16:42:39,1,71338094,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,1, ,1,1991,3,35.109100341797,-106.58070373535,-1
R_1IhKpADOtyrZh7P,Default Response Set,Anonymous, , ,67.79.184.238,0,4/24/2018 16:40:45,4/24/2018 16:42:41,1,59757701,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,1, ,0,1960,3,28.618499755859,-81.433601379395,-1
R_1qVRjK04LrB7R4V,Default Response Set,Anonymous, , ,196.96.241.219,0,4/24/2018 16:40:40,4/24/2018 16:42:42,1,99356596,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,2, ,1,1984,3,1,38,-1
R_2wjbZI3lzjgycGU,Default Response Set,Anonymous, , ,73.252.66.158,0,4/24/2018 16:41:11,4/24/2018 16:42:42,1,23089779,1, , , ,1, , , , ,-1, ,1,0,1, , , , , , , ,1, ,1,0,1991,2,35.209396362305,-89.793197631836,-1
R_30hRz7OUhNRY9bn,Default Response Set,Anonymous, , ,99.174.218.180,0,4/24/2018 16:40:48,4/24/2018 16:42:44,1,9474647,1, , , , , ,1, , , ,2,0,1,4, ,1, , , , , , ,2, ,0,1987,1,34.045196533203,-80.838203430176,-1
R_2BmJz6LMnWlLKfu,Default Response Set,Anonymous, , ,174.18.113.224,0,4/24/2018 16:39:52,4/24/2018 16:42:48,1,46676344,1, , , , , ,1, , , ,3,0,1,4, ,1, , , , , , ,3, ,1,1950,2,32.257202148438,-111.08090209961,-1
R_1C8AbBRrlA0kON5,Default Response Set,Anonymous, , ,24.95.184.162,0,4/24/2018 16:39:58,4/24/2018 16:42:50,1,56932939,1, , , , ,1, , , , ,-2,0,1,1,1, , , , , , , ,0, ,1,1984,2,38.479507446289,-82.660202026367,-1
R_2X5uVc5LBtWa1Zy,Default Response Set,Anonymous, , ,108.171.111.21,0,4/24/2018 16:41:13,4/24/2018 16:42:51,1,16164185,1, , , , ,1, , , , ,0,0,1,1,1, , , , , , , ,1, ,0,1983,3,25.78059387207,-80.182601928711,-1
R_3KC2wzAuoRx1pJC,Default Response Set,Anonymous, , ,50.194.196.37,0,4/24/2018 16:41:05,4/24/2018 16:42:53,1,38405600,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,0,1990,2,45.050598144531,-93.244598388672,-1
R_1lyKgoMZeYkaBjg,Default Response Set,Anonymous, , ,49.39.252.168,0,4/24/2018 16:41:49,4/24/2018 16:42:53,1,43672113,1, , , ,1, , , , ,1, ,1,1,1, , , , , , , ,1, ,2,1,1980,1,17.375305175781,78.474395751953,-1
R_2TpiUmeRKEznXEm,Default Response Set,Anonymous, , ,72.152.227.28,0,4/24/2018 16:39:55,4/24/2018 16:42:54,1,52797956,1, , , , , , ,1, , ,-3,0,0,1, , ,1, , , , , ,0, ,0,1970,2,33.769393920898,-83.389701843262,-1
R_51JvhfduYNbPKrD,Default Response Set,Anonymous, , ,90.198.227.155,0,4/24/2018 16:41:56,4/24/2018 16:42:55,1,80776995,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,1, ,1,1987,2,51.477600097656,-0.010406494140625,-1
R_2rNOi549kCQLymF,Default Response Set,Anonymous, , ,131.156.181.98,0,4/24/2018 16:41:11,4/24/2018 16:42:56,1,12006661,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,1, ,1,1978,2,42.018203735352,-88.217300415039,-1
R_33DuRLYub5HKy9t,Default Response Set,Anonymous, , ,66.142.195.201,0,4/24/2018 16:41:59,4/24/2018 16:42:57,1,32255232,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-1, ,1,1977,2,34.805801391602,-96.704597473145,-1
R_3s4DQYwpdXCa2Ln,Default Response Set,Anonymous, , ,97.80.144.250,0,4/24/2018 16:39:51,4/24/2018 16:42:58,1,44899489,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,0, ,1,1980,3,32.868499755859,-84.324600219727,-1
R_1gUv5wH4rTeRBKF,Default Response Set,Anonymous, , ,104.240.237.41,0,4/24/2018 16:42:04,4/24/2018 16:42:59,1,71732974,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,2,0,1991,2,38.910507202148,-82.944396972656,-1
R_d4oj8nqElFvO7rX,Default Response Set,Anonymous, , ,98.116.64.245,0,4/24/2018 16:41:08,4/24/2018 16:43:00,1,17649749,1, , ,1, , , , , ,-3, ,1,1,1, , , , , , ,1, , ,2,1,1989,5,40.749694824219,-73.853401184082,-1
R_27wFEqSrGEXDjXB,Default Response Set,Anonymous, , ,65.216.122.125,0,4/24/2018 16:40:18,4/24/2018 16:43:01,1,13858033,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,0,1987,2,34.054397583008,-118.2440032959,-1
R_2QLCySA2KnrHJTZ,Default Response Set,Anonymous, , ,70.95.40.142,0,4/24/2018 16:41:58,4/24/2018 16:43:01,1,9136998,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1987,2,32.779205322266,-117.18939971924,-1
R_1InDSXU8k46L25h,Default Response Set,Anonymous, , ,173.88.65.163,0,4/24/2018 16:38:35,4/24/2018 16:43:04,1,53901929,1, , , , , , , ,1, ,-2,0,0,4, , , ,1, , , , ,-3, ,0,1978,2,39.687805175781,-82.604598999023,-1
R_3iU33ezQYYE8ypL,Default Response Set,Anonymous, , ,216.66.74.22,0,4/24/2018 16:41:40,4/24/2018 16:43:05,1,15334868,1, ,1, , , , , , ,-3, ,1,1,4, , , , , ,1, , , ,-3,0,1970,2,31.628601074219,-97.098899841309,-1
R_2VaSSOzmihJzUbK,Default Response Set,Anonymous, , ,72.66.29.145,0,4/24/2018 16:41:07,4/24/2018 16:43:05,1,54103085,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-1,0,1972,2,38.855697631836,-77.469703674316,-1
R_2RXoGHZdfvBWoCW,Default Response Set,Anonymous, , ,204.102.229.130,0,4/24/2018 16:42:07,4/24/2018 16:43:08,1,2613817,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,1,1979,2,36.369903564453,-121.84059906006,-1
R_1DB989v5K4fS5nv,Default Response Set,Anonymous, , ,75.133.156.236,0,4/24/2018 16:41:09,4/24/2018 16:43:10,1,88797693,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,-3, ,0,1972,2,37.814605712891,-90.552101135254,-1
R_2S6lMjPA3pcV4cD,Default Response Set,Anonymous, , ,208.84.184.239,0,4/24/2018 16:42:02,4/24/2018 16:43:11,1,44559024,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,2,0,1987,2,43.049102783203,-88.002601623535,-1
R_3KGEii9tuYcwfDA,Default Response Set,Anonymous, , ,24.96.245.91,0,4/24/2018 16:41:51,4/24/2018 16:43:13,1,36232935,1, , , , , , ,1, , ,-2,0,0,1, , ,1, , , , , ,0, ,1,1977,2,34.713500976562,-86.74210357666,-1
R_3KDU2JHIXo36v1A,Default Response Set,Anonymous, , ,198.213.89.243,0,4/24/2018 16:40:59,4/24/2018 16:43:17,1,10131156,1, , , , ,1, , , , ,2,0,1,1,1, , , , , , , ,2, ,1,1984,2,30.262298583984,-97.74649810791,-1
R_1FKAlN1Fq6Rqu9M,Default Response Set,Anonymous, , ,70.179.30.252,0,4/24/2018 16:41:43,4/24/2018 16:43:18,1,48343127,1, ,1, , , , , , ,1, ,1,1,4, , , , , ,1, , , ,0,0,1987,5,33.156494140625,-117.17070007324,-1
R_UABBv3rewYdcFMJ,Default Response Set,Anonymous, , ,67.130.244.82,0,4/24/2018 16:41:26,4/24/2018 16:43:18,1,47103952,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,2, ,0,1982,3,37.833404541016,-92.124900817871,-1
R_1M0SmqasuFMxghh,Default Response Set,Anonymous, , ,12.12.130.164,0,4/24/2018 16:38:08,4/24/2018 16:43:22,1,85202504,1, , ,1, , , , , ,-1, ,1,0,1, , , , , , ,1, , ,-2,1,1983,2,41.604400634766,-87.889503479004,-1
R_1KveWuqnx9eMHTb,Default Response Set,Anonymous, , ,50.88.167.185,0,4/24/2018 16:40:58,4/24/2018 16:43:23,1,11371277,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,3,0,1994,5,28.491302490234,-81.409698486328,-1
R_vJn5laUn47IUXbH,Default Response Set,Anonymous, , ,104.231.44.107,0,4/24/2018 16:41:19,4/24/2018 16:43:25,1,33210659,1,1, , , , , , , ,-1, ,1,1,1, , , , ,1, , , , ,-2,1,1987,2,39.425003051758,-84.498199462891,-1
R_4UvqbvZ2elTVfUd,Default Response Set,Anonymous, , ,71.227.173.55,0,4/24/2018 16:41:31,4/24/2018 16:43:25,1,11724157,1, , , ,1, , , , ,-2, ,1,0,4, , , , , , , ,1, ,-1,0,1990,2,47.634399414062,-122.34220123291,-1
R_31hOq0zGWtv8pFD,Default Response Set,Anonymous, , ,173.215.62.237,0,4/24/2018 16:40:58,4/24/2018 16:43:26,1,84998955,1, , ,1, , , , , ,0, ,1,1,2, , , , , , ,1, , ,2,1,1978,2,40.732604980469,-91.964401245117,-1
R_3Ph4Dra2ZyrGKrS,Default Response Set,Anonymous, , ,24.180.163.93,0,4/24/2018 16:40:47,4/24/2018 16:43:27,1,24890324,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,1,0,1982,3,41.842895507812,-85.44750213623,-1
R_2w5BC275tME5q0m,Default Response Set,Anonymous, , ,72.182.9.37,0,4/24/2018 16:42:12,4/24/2018 16:43:30,1,2837480,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-3, ,0,1996,1,30.174606323242,-97.950302124023,-1
R_3QLscnai58ryyck,Default Response Set,Anonymous, , ,183.83.228.222,0,4/24/2018 16:40:23,4/24/2018 16:43:30,1,85184230,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,-3, ,1,1989,2,17.375305175781,78.474395751953,-1
R_BziWcinlhxKqFW1,Default Response Set,Anonymous, , ,65.24.117.162,0,4/24/2018 16:40:38,4/24/2018 16:43:31,1,89144959,1, , , ,1, , , , ,2, ,1,0,4, , , , , , , ,1, ,2,0,1992,2,39.94270324707,-82.88680267334,-1
R_1IWAgu2saA4pdNZ,Default Response Set,Anonymous, , ,75.99.158.2,0,4/24/2018 16:42:42,4/24/2018 16:43:32,1,54434695,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,0,1,1983,2,40.916793823242,-74.637001037598,-1
R_3PS5OPjusIz7Ett,Default Response Set,Anonymous, , ,173.242.166.70,0,4/24/2018 16:42:06,4/24/2018 16:43:35,1,71357881,1, , , , , ,1, , , ,-2,0,1,4, ,1, , , , , , ,-2, ,0,1973,2,37.627304077148,-77.543701171875,-1
R_1Ld6ron9bLr5pWt,Default Response Set,Anonymous, , ,159.89.40.136,0,4/24/2018 16:40:46,4/24/2018 16:43:35,1,63044864,1,1, , , , , , , ,3, ,1,1,1, , , , ,1, , , , ,-3,0,1995,2,40.832595825195,-74.130699157715,-1
R_1LBeoHmS46TZRKN,Default Response Set,Anonymous, , ,71.71.88.77,0,4/24/2018 16:41:45,4/24/2018 16:43:35,1,97734879,1, , , , , , ,1, , ,-1,0,0,1, , ,1, , , , , ,-2, ,1,1987,2,36.124206542969,-80.635101318359,-1
R_3lxBzmwNQvw5h57,Default Response Set,Anonymous, , ,73.171.143.92,0,4/24/2018 16:39:46,4/24/2018 16:43:35,1,78806176,1, , , , , , ,1, , ,3,0,0,1, , ,1, , , , , ,3, ,0,1988,3,30.179595947266,-81.518203735352,-1
R_2P0U5DLkcvRhmTk,Default Response Set,Anonymous, , ,108.171.130.162,0,4/24/2018 16:42:25,4/24/2018 16:43:36,1,11023159,1, , , ,1, , , , ,0, ,1,0,4, , , , , , , ,1, ,2,1,1983,2,40.805603027344,-73.916900634766,-1
R_1mQryo4DRT8M8lJ,Default Response Set,Anonymous, , ,100.35.102.134,0,4/24/2018 16:39:53,4/24/2018 16:43:36,1,63305515,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,1,1,1988,2,40.744094848633,-74.143501281738,-1
R_3QGB6qv1zHFDh2h,Default Response Set,Anonymous, , ,24.1.167.148,0,4/24/2018 16:41:35,4/24/2018 16:43:37,1,83428217,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,3, ,1,1971,2,41.740295410156,-87.653999328613,-1
R_2b34tZdh2zom5n4,Default Response Set,Anonymous, , ,73.5.106.65,0,4/24/2018 16:41:20,4/24/2018 16:43:38,1,33614531,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,-1, ,1,1941,4,35.079406738281,-89.843002319336,-1
R_2OOo9V1QQN4LlND,Default Response Set,Anonymous, , ,99.203.16.100,0,4/24/2018 16:41:33,4/24/2018 16:43:40,1,41033430,1, , , , , ,1, , , ,-3,0,1,4, ,1, , , , , , ,0, ,1,1983,2,38.908493041992,-77.017700195312,-1
